category,text,text_final
navigate,Car I want to have some tea! Is there anything in the area?,"['car', 'want', 'tea', '!', 'anything', 'area']"
weather,what's the temperature going to be this week,"[""'s"", 'temperature', 'go', 'week']"
weather,What will the temperature be this weekend in grand rapids?,"['temperature', 'weekend', 'grand', 'rapids']"
navigate,Where can a girl get some pizza around here?,"['where', 'girl', 'get', 'pizza', 'around']"
navigate,Find a pizza restaurant that is open near me.,"['find', 'pizza', 'restaurant', 'open', 'near', '.']"
navigate,find me a place i can go to sit and drink coffee or tea,"['find', 'place', 'go', 'sit', 'drink', 'coffee', 'tea']"
navigate,Car I'm desiring pizza: pick a pizza restaurant with least traffic on our way!,"['car', ""'m"", 'desire', 'pizza', ':', 'pick', 'pizza', 'restaurant', 'least', 'traffic', 'way', '!']"
navigate,take me to a chinese restaurant,"['take', 'chinese', 'restaurant']"
weather,What is the low today in Brentwood?,"['low', 'today', 'brentwood']"
navigate,find me the best parking spot,"['find', 'best', 'park', 'spot']"
navigate,give me directions to the grocery store,"['give', 'directions', 'grocery', 'store']"
navigate,What is my home address?,"['home', 'address']"
weather,what's the forecast report,"[""'s"", 'forecast', 'report']"
weather,Which one is gonna be the lowest temperature today in New York?,"['one', 'gon', 'na', 'lowest', 'temperature', 'today', 'new', 'york']"
navigate,Car I wanna go to a grocery store!,"['car', 'wan', 'na', 'go', 'grocery', 'store', '!']"
navigate,I'm desiring to eat at some Chinese restaurant: is there any in the area?,"[""'m"", 'desire', 'eat', 'chinese', 'restaurant', ':', 'area']"
navigate,navigate to the nearest coffee shop,"['navigate', 'nearest', 'coffee', 'shop']"
weather,Will it rain in fresno over the next seven days,"['rain', 'fresno', 'next', 'seven', 'days']"
navigate,Where can I get groceries?,"['where', 'get', 'groceries']"
weather,give me the full weekly weather forecast,"['give', 'full', 'weekly', 'weather', 'forecast']"
navigate,where's parking,"['where', ""'s"", 'park']"
schedule,Schedule a meeting. ,"['schedule', 'meet', '.']"
schedule,i have a dinner. when is it and who is attending,"['dinner', '.', 'when', 'who', 'attend']"
navigate,find me a hotel nearby,"['find', 'hotel', 'nearby']"
weather,Will the weather be overcast in Atherton over the next 7 days?,"['weather', 'overcast', 'atherton', 'next', '7', 'days']"
navigate,What is my home address?,"['home', 'address']"
navigate,directions to the nearest takeout chinese restaurant,"['directions', 'nearest', 'takeout', 'chinese', 'restaurant']"
weather,Will it be cloudy in Oakland this week?,"['cloudy', 'oakland', 'week']"
schedule,when and where is my meeting,"['when', 'where', 'meet']"
schedule,Schedule dinner with my sister please. ,"['schedule', 'dinner', 'sister', 'please', '.']"
navigate,Find the quickest way to my friends house around here,"['find', 'quickest', 'way', 'friends', 'house', 'around']"
weather,does the local forecasts say it'll be cloudy,"['local', 'forecast', 'say', ""'ll"", 'cloudy']"
weather,Will there be dew in Menlo Park next week? ,"['dew', 'menlo', 'park', 'next', 'week']"
weather,what's the weather going to be like this week,"[""'s"", 'weather', 'go', 'like', 'week']"
navigate,i'm looking for a place to eat can you show me directions to the nearest fast food restaurant,"[""'m"", 'look', 'place', 'eat', 'show', 'directions', 'nearest', 'fast', 'food', 'restaurant']"
schedule,remind me that i have a meeting tomorrow,"['remind', 'meet', 'tomorrow']"
navigate,Find a coffee shop near me please.,"['find', 'coffee', 'shop', 'near', 'please', '.']"
weather,Will it be overcast today in Grand Rapids?,"['overcast', 'today', 'grand', 'rapids']"
schedule,What is the date and time of my next doctors appointment?,"['date', 'time', 'next', 'doctor', 'appointment']"
weather,check the weather,"['check', 'weather']"
weather,Will it be overcast in Alameda on Monday?,"['overcast', 'alameda', 'monday']"
navigate,Please give me the address and directions via a quick route to my friend's house. ,"['please', 'give', 'address', 'directions', 'via', 'quick', 'route', 'friend', ""'s"", 'house', '.']"
schedule,will i be able to make it to my meeting on time,"['able', 'make', 'meet', 'time']"
navigate,how do i get to the nearest restaurant,"['get', 'nearest', 'restaurant']"
navigate,navigate to the closest restaurant,"['navigate', 'closest', 'restaurant']"
schedule,tell me when is my next meeting and who are invited in the meeting and what are the agenda of the next meeting,"['tell', 'when', 'next', 'meet', 'who', 'invite', 'meet', 'agenda', 'next', 'meet']"
navigate,Where can I get gas?,"['where', 'get', 'gas']"
navigate,give me directions to the nearest parking garage,"['give', 'directions', 'nearest', 'park', 'garage']"
weather,Is it gonna be cloudy in New York today and tomorrow?,"['gon', 'na', 'cloudy', 'new', 'york', 'today', 'tomorrow']"
schedule,Schedule a swimming activity with my brother for the 7th at 11am.,"['schedule', 'swim', 'activity', 'brother', '7th', '11am', '.']"
schedule,Who is going to yoga and when is it? ,"['who', 'go', 'yoga', 'when']"
weather,what is the weather for today,"['weather', 'today']"
schedule,"I need you to set a reminder for a doctor appointment at 11 am, the 7th, with Alex.","['need', 'set', 'reminder', 'doctor', 'appointment', '11', '7th', 'alex', '.']"
navigate,i have to go grocery shopping can you give me directions to the nearest grocery store,"['go', 'grocery', 'shop', 'give', 'directions', 'nearest', 'grocery', 'store']"
weather,What will the temperature in Redwood City be for the next 7 day period?,"['temperature', 'redwood', 'city', 'next', '7', 'day', 'period']"
weather,what's the temperature going to be like this week,"[""'s"", 'temperature', 'go', 'like', 'week']"
navigate,I want coffee.,"['want', 'coffee', '.']"
navigate,find me all the nearest hotels,"['find', 'nearest', 'hotels']"
weather,In Boston is it currently misty?,"['boston', 'currently', 'misty']"
schedule,remind me when i can get my lab results,"['remind', 'when', 'get', 'lab', 'result']"
navigate,Where is my home?,"['where', 'home']"
weather,what will the temperature be for the next week,"['temperature', 'next', 'week']"
weather,what's the weather forecast in new york,"[""'s"", 'weather', 'forecast', 'new', 'york']"
navigate,Car I wanna go to a shopping center: is there anything within 3 miles?,"['car', 'wan', 'na', 'go', 'shop', 'center', ':', 'anything', 'within', '3', 'miles']"
schedule,"Give me the agenda, date and time of my next meeting. ","['give', 'agenda', 'date', 'time', 'next', 'meet', '.']"
schedule,"Can you schedule an optometrist appointment at 1pm, Friday, with Martha? ","['schedule', 'optometrist', 'appointment', '1pm', 'friday', 'martha']"
weather,start listening what will be the weather for the week,"['start', 'listen', 'weather', 'week']"
navigate,Find me a local hotel in my area.,"['find', 'local', 'hotel', 'area', '.']"
navigate,Where is the closest shopping center located at?,"['where', 'closest', 'shop', 'center', 'locate']"
weather,what's the weather forecast for the next week,"[""'s"", 'weather', 'forecast', 'next', 'week']"
schedule,"Set a reminder for a dentist appointment this month on the 11th at 11am, with Tom.","['set', 'reminder', 'dentist', 'appointment', 'month', '11th', '11am', 'tom', '.']"
weather,What is today's forecast in San Francisco?,"['today', ""'s"", 'forecast', 'san', 'francisco']"
navigate,Can you find me a Chinese restaurant that is within 5 miles?,"['find', 'chinese', 'restaurant', 'within', '5', 'miles']"
weather,Which one is gonna be the highest temperature in Fresno this week?,"['one', 'gon', 'na', 'highest', 'temperature', 'fresno', 'week']"
navigate,i need directions to my house and avoid all heavy traffic,"['need', 'directions', 'house', 'avoid', 'heavy', 'traffic']"
schedule,When is my doctors appointment and who is going?,"['when', 'doctor', 'appointment', 'who', 'go']"
weather,This week in exeter will it be hot?,"['week', 'exeter', 'hot']"
schedule,"When is my dentist appointment, the date and time?","['when', 'dentist', 'appointment', 'date', 'time']"
navigate,I need to find a gas station that fast to get to.,"['need', 'find', 'gas', 'station', 'fast', 'get', '.']"
schedule,Set a reminder for optometrist appointment on the 15th at 6PM with Marie.,"['set', 'reminder', 'optometrist', 'appointment', '15th', '6pm', 'marie', '.']"
weather,Is durham stormy right now?,"['durham', 'stormy', 'right']"
schedule,set a date for the next tennis match,"['set', 'date', 'next', 'tennis', 'match']"
weather,will it rain anytime in the next week,"['rain', 'anytime', 'next', 'week']"
schedule,What day and time is my yoga activity?,"['day', 'time', 'yoga', 'activity']"
schedule,set a reminder for the conference,"['set', 'reminder', 'conference']"
navigate,What grocery stores are around?,"['grocery', 'store', 'around']"
weather,what will the temperature be this weekend,"['temperature', 'weekend']"
schedule,What time is my lab appointment and who will be attending?,"['time', 'lab', 'appointment', 'who', 'attend']"
weather,What's the forecast in Carson for this weekend?,"[""'s"", 'forecast', 'carson', 'weekend']"
weather,will it rain next week,"['rain', 'next', 'week']"
weather,give me the 7 day weather forecast,"['give', '7', 'day', 'weather', 'forecast']"
navigate,please give me directions to the nearest starbucks,"['please', 'give', 'directions', 'nearest', 'starbucks']"
schedule,"Can you set my calendar for Football activity at 1pm, the 4th, with Tom?","['set', 'calendar', 'football', 'activity', '1pm', '4th', 'tom']"
weather,Over the next seven days will there be any drizzle in camarillo?,"['next', 'seven', 'days', 'drizzle', 'camarillo']"
schedule,Who is going to my optometrist appointment and what time is it?,"['who', 'go', 'optometrist', 'appointment', 'time']"
navigate,What is the shortest route to home?,"['shortest', 'route', 'home']"
navigate,show me directions to the nearest starbucks,"['show', 'directions', 'nearest', 'starbucks']"
schedule,set reminder for vaccination for the 12th of this month,"['set', 'reminder', 'vaccination', '12th', 'month']"
weather,how is the weather in the city this weekend,"['weather', 'city', 'weekend']"
weather,what is the forecast for new york city,"['forecast', 'new', 'york', 'city']"
navigate,Where is a parking garage at nearby?,"['where', 'park', 'garage', 'nearby']"
weather,what's the weather like this week,"[""'s"", 'weather', 'like', 'week']"
schedule,remind me about that meeting later,"['remind', 'meet', 'later']"
navigate,Will you find me the fastest route to a rest stop,"['find', 'fastest', 'route', 'rest', 'stop']"
schedule,"Can you kindly schedule a meeting at 4pm, later this week with infrastructure to discuss dress code?","['kindly', 'schedule', 'meet', '4pm', 'later', 'week', 'infrastructure', 'discuss', 'dress', 'code']"
navigate,Please give me the address and directions via a route with no traffic to a rest stop within 2 miles. ,"['please', 'give', 'address', 'directions', 'via', 'route', 'traffic', 'rest', 'stop', 'within', '2', 'miles', '.']"
weather,is it going to be raining this weekend,"['go', 'rain', 'weekend']"
weather,Will it be warm in Cleveland on Tuesday?,"['warm', 'cleveland', 'tuesday']"
navigate,take me home,"['take', 'home']"
navigate,i'm looking for some takeout chinese food,"[""'m"", 'look', 'takeout', 'chinese', 'food']"
navigate,i'd like to know where i can get some chinese takeout,"[""'d"", 'like', 'know', 'where', 'get', 'chinese', 'takeout']"
schedule,Set a reminder for dinner at 9am next Wednesday with mother,"['set', 'reminder', 'dinner', '9am', 'next', 'wednesday', 'mother']"
navigate,Where can I get pizza?,"['where', 'get', 'pizza']"
navigate,Where does my friend live? ,"['where', 'friend', 'live']"
schedule,when is my dentist appointment,"['when', 'dentist', 'appointment']"
navigate,What are the directions for the nearest shopping center without traffic?,"['directions', 'nearest', 'shop', 'center', 'without', 'traffic']"
schedule,add the football game to my calendar,"['add', 'football', 'game', 'calendar']"
weather,please let me know the weather forecast for tomorrow,"['please', 'let', 'know', 'weather', 'forecast', 'tomorrow']"
schedule,Schedule a meeting for 6 pm with HR,"['schedule', 'meet', '6', 'pm', 'hr']"
